timestamp,consumption_profile_power,consumption_profile_price,grid_buy_profile_price,grid_buy_profile_power,grid_sell_profile_power,grid_sell_profile_price,pv_profile_power,pv_profile_price,heat_demand,source_temperature
2024-01-01 00:00:00+01:00,2152.810806316,0,31.990000000000002,453208.36317045,0.00022660418158522498,0,0.0,0,9.555657159359999,280.75
2024-01-01 01:00:00+01:00,1855.1210272489006,0,31.990000000000002,453208.36317045,0.00022660418158522498,0,0.0,0,10.160445587168,280.75
2024-01-01 02:00:00+01:00,1676.9393862899371,0,31.990000000000002,453208.36317045,0.00022660418158522498,0,0.0,0,10.281403272728001,280.45
2024-01-01 03:00:00+01:00,1584.7310702102393,0,31.981,453208.36317045,0.00022660418158522498,0,0.0,0,11.047468614616,280.45
2024-01-01 04:00:00+01:00,1544.0670040942734,0,31.98,453208.36317045,0.00022660418158522498,0,0.0,0,13.748856925487999,280.75
2024-01-01 05:00:00+01:00,1555.940812037726,0,31.979,453208.36317045,0.00022660418158522498,0,0.0,0,20.320891174336,280.65
2024-01-01 06:00:00+01:00,1729.3530573373948,0,31.977,453208.36317045,0.00022660418158522498,0,0.0,0,20.119295031727997,281.04999999999995
2024-01-01 07:00:00+01:00,2116.0715553775317,0,31.978,453208.36317045,0.00022660418158522498,0,0.0,0,19.554825832440002,280.25
2024-01-01 08:00:00+01:00,2686.8340765425,0,31.975,453208.36317045,0.00022660418158522498,0,0.0,0,19.4741873754,280.45
2024-01-01 09:00:00+01:00,3215.243370628,0,31.978,453208.36317045,0.00022660418158522498,0,0.0,0,19.0709950902,280.75
2024-01-01 10:00:00+01:00,3672.1614110295,0,31.98,453208.36317045,0.00022660418158522498,0,1092.1957181745051,0,18.546845119432,281.34999999999997
2024-01-01 11:00:00+01:00,4186.982895607,0,31.984,453208.36317045,0.00022660418158522498,0,441.9852621199705,0,17.982375920144,281.45
2024-01-01 12:00:00+01:00,4103.7668775935,0,31.986,453208.36317045,0.00022660418158522498,0,358.9979106638016,0,17.821099006064,281.65
2024-01-01 13:00:00+01:00,3798.4013523870003,0,32.034,453208.36317045,0.00022660418158522498,0,442.1614404854821,0,17.780779777544,281.95
2024-01-01 14:00:00+01:00,3591.5784968694998,0,32.204,453208.36317045,0.00022660418158522498,0,549.4209709910604,0,17.901737463104,282.34999999999997
2024-01-01 15:00:00+01:00,3531.0667894420003,0,32.176,453208.36317045,0.00022660418158522498,0,449.86267502507957,0,18.063014377184,282.04999999999995
2024-01-01 16:00:00+01:00,3713.5706952170003,0,32.084,453208.36317045,0.00022660418158522498,0,233.9711372131027,0,18.829079719072,281.75
2024-01-01 17:00:00+01:00,4282.2714463835,0,32.346000000000004,453208.36317045,0.00022660418158522498,0,25.1437676872646,0,19.4741873754,281.75
2024-01-01 18:00:00+01:00,4479.878438413,0,36.286,453208.36317045,0.00022660418158522498,0,0.0,0,19.877379660608003,280.95
2024-01-01 19:00:00+01:00,4230.975602443499,0,36.973,453208.36317045,0.00022660418158522498,0,0.0,0,19.796741203568,281.25
2024-01-01 20:00:00+01:00,3777.9823772199998,0,37.78,453208.36317045,0.00022660418158522498,0,0.0,0,19.35322968984,281.04999999999995
2024-01-01 21:00:00+01:00,3326.9018783815,0,37.405,453208.36317045,0.00022660418158522498,0,0.0,0,17.659822091976,281.04999999999995
2024-01-01 22:00:00+01:00,2935.761753114,0,36.781,453208.36317045,0.00022660418158522498,0,0.0,0,15.401945294832,281.15
2024-01-01 23:00:00+01:00,2364.6763041185,0,36.275,453208.36317045,0.00022660418158522498,0,0.0,0,11.329703214256,281.65
2024-01-02 00:00:00+01:00,1846.0296394024067,0,36.689,453208.36317045,0.00022660418158522498,0,0.0,0,9.431836101096,281.54999999999995
2024-01-02 01:00:00+01:00,1586.8709812308098,0,35.535,453208.36317045,0.00022660418158522498,0,0.0,0,10.028787753064,281.75
2024-01-02 02:00:00+01:00,1502.383815717604,0,35.039,453208.36317045,0.00022660418158522498,0,0.0,0,10.148178083456,281.25
2024-01-02 03:00:00+01:00,1489.148488257938,0,33.987,453208.36317045,0.00022660418158522498,0,0.0,0,10.904316842616002,280.95
2024-01-02 04:00:00+01:00,1554.3797450234342,0,35.083,453208.36317045,0.00022660418158522498,0,0.0,0,13.57070088808,280.45
2024-01-02 05:00:00+01:00,1769.0557612818125,0,33.819,453208.36317045,0.00022660418158522498,0,0.0,0,20.057575506135997,281.04999999999995
2024-01-02 06:00:00+01:00,2288.0447953715,0,33.088,453208.36317045,0.00022660418158522498,0,0.0,0,19.858591622143997,281.34999999999997
2024-01-02 07:00:00+01:00,2487.619601539,0,33.358000000000004,453208.36317045,0.00022660418158522498,0,0.0,0,19.301436746975998,281.65
2024-01-02 08:00:00+01:00,2338.7221676184995,0,36.743,453208.36317045,0.00022660418158522498,0,0.0,0,19.221843193376,281.84999999999997
2024-01-02 09:00:00+01:00,2258.4643360674995,0,37.79,453208.36317045,0.00022660418158522498,0,0.0,0,18.8238754254,281.95
2024-01-02 10:00:00+01:00,2279.6607627509998,0,38.547,453208.36317045,0.00022660418158522498,0,412.56057912363593,0,18.306517327024,282.04999999999995
2024-01-02 11:00:00+01:00,2500.2329681214997,0,38.453,453208.36317045,0.00022660418158522498,0,640.5749643557265,0,17.749362451856,282.45
2024-01-02 12:00:00+01:00,2611.514208211,0,38.878,453208.36317045,0.00022660418158522498,0,705.8928318468974,0,17.590175344664,282.95
2024-01-02 13:00:00+01:00,2588.8250754230003,0,39.334,453208.36317045,0.00022660418158522498,0,5146.854909573655,0,17.550378567863998,282.84999999999997
2024-01-02 14:00:00+01:00,2528.0719369705002,0,39.796,453208.36317045,0.00022660418158522498,0,603.5173126693867,0,17.669768898264,282.95
2024-01-02 15:00:00+01:00,2611.8127494315,0,39.867000000000004,453208.36317045,0.00022660418158522498,0,1369.6216530954348,0,17.828956005448,282.84999999999997
2024-01-02 16:00:00+01:00,2983.6209616215,0,39.903999999999996,453208.36317045,0.00022660418158522498,0,3173.8401782842916,0,18.585094764608,283.04999999999995
2024-01-02 17:00:00+01:00,3727.5110487849997,0,39.976,453208.36317045,0.00022660418158522498,0,362.1672640156603,0,19.221843193376,283.15
2024-01-02 18:00:00+01:00,4143.2545773155,0,40.326,453208.36317045,0.00022660418158522498,0,0.0,0,19.61981096136,283.15
2024-01-02 19:00:00+01:00,4102.1802810075,0,40.072,453208.36317045,0.00022660418158522498,0,0.0,0,19.540217407759997,283.34999999999997
2024-01-02 20:00:00+01:00,3743.234219753,0,39.475,453208.36317045,0.00022660418158522498,0,0.0,0,19.102452862984,283.54999999999995
2024-01-02 21:00:00+01:00,3341.8953051295,0,38.298,453208.36317045,0.00022660418158522498,0,0.0,0,17.430988237472,283.95
2024-01-02 22:00:00+01:00,2955.2097887655,0,37.691,453208.36317045,0.00022660418158522498,0,0.0,0,15.202368736792002,283.75
2024-01-02 23:00:00+01:00,2372.4573255795,0,36.669,453208.36317045,0.00022660418158522498,0,0.0,0,11.182894280200001,283.65
2024-01-03 00:00:00+01:00,1848.6342105118772,0,35.980000000000004,453208.36317045,0.00022660418158522498,0,0.0,0,11.599020507672002,283.54999999999995
2024-01-03 01:00:00+01:00,1589.1099042819737,0,32.723,453208.36317045,0.00022660418158522498,0,0.0,0,11.911301829032,283.54999999999995
2024-01-03 02:00:00+01:00,1504.5035354657693,0,31.972,453208.36317045,0.00022660418158522498,0,0.0,0,12.089748298376,283.34999999999997
2024-01-03 03:00:00+01:00,1491.2495342260108,0,31.857,453208.36317045,0.00022660418158522498,0,0.0,0,13.026592262456,283.04999999999995
2024-01-03 04:00:00+01:00,1556.5728260505362,0,31.85,453208.36317045,0.00022660418158522498,0,0.0,0,15.88173577204,283.34999999999997
2024-01-03 05:00:00+01:00,1771.5517296179758,0,31.849,453208.36317045,0.00022660418158522498,0,0.0,0,22.751924841968,283.65
2024-01-03 06:00:00+01:00,2291.2730075545,0,31.849,453208.36317045,0.00022660418158522498,0,0.0,0,22.350420285936,283.65
2024-01-03 07:00:00+01:00,2491.1293946690002,0,31.842,453208.36317045,0.00022660418158522498,0,0.0,0,21.05668338316,283.54999999999995
2024-01-03 08:00:00+01:00,2342.021880722,0,32.089,453208.36317045,0.00022660418158522498,0,0.0,0,21.547411173864,284.04999999999995
2024-01-03 09:00:00+01:00,2261.6508130545003,0,36.039,453208.36317045,0.00022660418158522498,0,0.0,0,21.235129852504002,284.25
2024-01-03 10:00:00+01:00,2282.8771458664996,0,37.941,453208.36317045,0.00022660418158522498,0,591.6380634521424,0,20.65517882712,284.04999999999995
2024-01-03 11:00:00+01:00,2503.7605575055004,0,38.041,453208.36317045,0.00022660418158522498,0,702.2501614746492,0,20.164451036416,283.84999999999997
2024-01-03 12:00:00+01:00,2615.1988047715,0,37.68,453208.36317045,0.00022660418158522498,0,593.3334923285903,0,19.986004567063997,285.15
2024-01-03 13:00:00+01:00,2592.4776597880004,0,37.469,453208.36317045,0.00022660418158522498,0,1049.3566300154976,0,19.584500011032,284.84999999999997
